Level,Hierarchical structure,Code,Class title,Class definition
3,Subclass,312141,Iron and steel pipes and tubes for oil and gas (except castings),"This subclass comprises iron and steel pipes and tubes for oil and gas, except castings."
4,Detail,3121411,Iron and steel pipes and tubes for oil and gas (except castings),Iron and steel pipes and tubes for oil and gas (except castings).
3,Subclass,312142,Iron and steel pipes and tubes (except castings and oil and gas pipes and tubes),"This subclass comprises iron and steel pipes and tubes, except castings and oil and gas pipes and tubes."
4,Detail,3121421,Iron and steel pipes and tubes (except castings and oil and gas pipes and tubes),"Iron and steel pipes and tubes, except castings and oil and gas pipes and tubes."
1,Group,321,Unwrought aluminum and aluminum alloys,This group comprises unwrought aluminum and aluminum alloys.
2,Class,32111,Unwrought aluminum and aluminum alloys,This class comprises unwrought aluminum and aluminum alloys.
3,Subclass,321111,Aluminum ingots and billets (except alloys),"This subclass comprises ingots and billets of aluminum, except alloys."
4,Detail,3211111,Aluminum ingots and billets (except alloys),"Ingots and billets of aluminum, except alloys."
3,Subclass,321112,Aluminum alloy ingots and billets,This subclass comprises ingots and billets of aluminum alloys.
4,Detail,3211121,Aluminum alloy ingots and billets,Ingots and billets of aluminum alloys.
1,Group,322,Unwrought copper and copper alloys,This group comprises unwrought copper and copper alloys.
2,Class,32211,Unwrought copper and copper alloys,This class comprises unwrought copper and copper alloys.
3,Subclass,322111,Unwrought copper and copper alloys,This subclass comprises unwrought copper and copper alloys.
4,Detail,3221111,Unwrought copper and copper alloys,Unwrought copper and copper alloys.
1,Group,323,Unwrought nickel and nickel alloys,This group comprises unwrought nickel and nickel alloys.
2,Class,32311,Unwrought nickel and nickel alloys,This class comprises unwrought nickel and nickel alloys.
3,Subclass,323111,Unwrought nickel and nickel alloys,This subclass comprises unwrought nickel and nickel alloys.
4,Detail,3231111,Unwrought nickel and nickel alloys,Unwrought nickel and nickel alloys.
1,Group,324,"Unwrought gold, silver, and platinum group metals, and their alloys","This group comprises unwrought gold, silver, and platinum group metals, and their alloys."
2,Class,32412,"Unwrought gold, silver, and platinum group metals, and their alloys","This class comprises unwrought gold, silver, and platinum group metals, and their alloys."
3,Subclass,324121,Unwrought gold and gold alloys,This subclass comprises unwrought gold and gold alloys.
4,Detail,3241211,Unwrought gold and gold alloys,Unwrought gold and gold alloys.
3,Subclass,324122,Unwrought silver and silver alloys,This subclass comprises unwrought silver and silver alloys.
4,Detail,3241221,Unwrought silver and silver alloys,Unwrought silver and silver alloys.
3,Subclass,324123,"Unwrought platinum group metals, and their alloys","This subclass comprises unwrought platinum group metals, and their alloys."
4,Detail,3241231,"Unwrought platinum group metals, and their alloys","Unwrought platinum group metals, and their alloys."
1,Group,325,Other unwrought non-ferrous metals and non-ferrous metal alloys,This group comprises other unwrought non-ferrous metals and non-ferrous metal alloys.
2,Class,32511,Other unwrought non-ferrous metals and non-ferrous metal alloys,This class comprises other unwrought non-ferrous metals and non-ferrous metal alloys.
3,Subclass,325111,Unwrought zinc and zinc alloys,This subclass comprises unwrought zinc and zinc alloys.
4,Detail,3251111,Unwrought zinc and zinc alloys,Unwrought zinc and zinc alloys.
3,Subclass,325112,Unwrought lead and lead alloys,This subclass comprises unwrought lead and lead alloys.
4,Detail,3251121,Unwrought lead and lead alloys,Unwrought lead and lead alloys.
3,Subclass,325113,Unwrought tin and tin alloys,This subclass comprises unwrought tin and tin alloys.
4,Detail,3251131,Unwrought tin and tin alloys,Unwrought tin and tin alloys.
3,Subclass,325114,Unwrought cobalt and cobalt alloys,This subclass comprises unwrought cobalt and cobalt alloys.
4,Detail,3251141,Unwrought cobalt and cobalt alloys,Unwrought cobalt and cobalt alloys.
3,Subclass,325115,Unwrought magnesium and magnesium alloys,This subclass comprises unwrought magnesium and magnesium alloys.
4,Detail,3251151,Unwrought magnesium and magnesium alloys,Unwrought magnesium and magnesium alloys.
3,Subclass,325116,"Other unwrought non-ferrous metals and non-ferrous metal alloys, n.e.c.","This subclass comprises other unwrought non-ferrous metals and non-ferrous metal alloys, n.e.c."
4,Detail,3251161,"Other unwrought non-ferrous metals and non-ferrous metal alloys, n.e.c.","Other unwrought non-ferrous metals and non-ferrous metal alloys, n.e.c."
1,Group,326,Basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys (except aluminum),"This group comprises basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys, except aluminum."
2,Class,32611,"Basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys (except gold, silver, platinum group metals and aluminum)","This class comprises basic and semi-finished products of non-ferrous metals and non-ferrous metal alloys, except gold, silver, platinum group metals and aluminum."
3,Subclass,326111,"Copper and copper-alloy bars, rods, sheets, strips and plates","This subclass comprises bars, rods, sheets, strips and plates of copper and copper alloys."
4,Detail,3261111,"Copper and copper-alloy bars, rods, sheets, strips and plates","Bars, rods, sheets, strips and plates of copper and copper alloys."
3,Subclass,326112,Copper and copper-alloy pipes and tubes,"This subclass comprises pipes and tubes, of copper and copper alloys."
4,Detail,3261121,Copper and copper-alloy pipes and tubes for plumbing,Copper and copper-alloy pipes and tubes for plumbing.
4,Detail,3261122,Copper and copper-alloy pipes and tubes (except for plumbing),"Copper and copper-alloy pipes and tubes, except for plumbing."
3,Subclass,326113,Copper and copper-alloy wire and other semi-finished products,"This subclass comprises bare wire and cable, and other semi-finished products, of copper and copper alloys."
4,Detail,3261131,Bare electrical wire and cable of copper and copper alloys,Bare electrical wire and cable of copper and copper alloys.
4,Detail,3261132,Bare non-electrical wire and cable of copper and copper alloys,Bare non-electrical wire and cable of copper and copper alloys.
4,Detail,3261133,"Powder, paste and flakes of copper and copper alloys","Powder, paste and flakes of copper and copper alloys."
3,Subclass,326114,Basic and semi-finished products of nickel and nickel alloys,This subclass comprises basic and semi-finished products of nickel and nickel alloys.
4,Detail,3261141,Bare wire and cable of nickel and nickel alloys,Bare wire and cable of nickel and nickel alloys.
4,Detail,3261142,"Powder, paste and flakes of nickel and nickel alloys","Powder, paste and flakes of nickel and nickel alloys."
4,Detail,3261143,Other basic and semi-finished products of nickel and nickel alloys,Other basic and semi-finished products of nickel and nickel alloys.
3,Subclass,326115,Basic and semi-finished products of other non-ferrous metals and other non-ferrous metal alloys,This subclass comprises basic and semi-finished products of other non-ferrous metals and other non-ferrous metal alloys.
4,Detail,3261151,Bare wire and cable of other non-ferrous metals and other non-ferrous metal alloys,Bare wire and cable of other non-ferrous metals and other non-ferrous metal alloys.
4,Detail,3261152,"Powder, paste and flakes of other non-ferrous metals and other non-ferrous metal alloys, n.e.c.","Powder, paste and flakes of other non-ferrous metals and other non-ferrous metal alloys, n.e.c."
4,Detail,3261153,Other basic and semi-finished products of titanium and titanium alloys,Other basic and semi-finished products of titanium and titanium alloys.
4,Detail,3261154,Other basic and semi-finished products of tin and tin alloys,Other basic and semi-finished products of tin and tin alloys.
4,Detail,3261155,Other basic and semi-finished products of lead and lead alloys,Other basic and semi-finished products of lead and lead alloys.
4,Detail,3261156,Other basic and semi-finished products of zinc and zinc alloys,Other basic and semi-finished products of zinc and zinc alloys.
4,Detail,3261157,Other basic and semi-finished products of magnesium and magnesium alloys,Other basic and semi-finished products of magnesium and magnesium alloys.
4,Detail,3261158,Other basic and semi-finished products of cobalt and cobalt alloys,Other basic and semi-finished products of cobalt and cobalt alloys.
4,Detail,3261159,Other basic and semi-finished products of other non-ferrous metals and other non-ferrous metal alloys,Other basic and semi-finished products of other non-ferrous metals and other non-ferrous metal alloys.
2,Class,32612,"Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys","This class comprises basic and semi-finished products of gold, silver, and platinum group metals, and their alloys."
3,Subclass,326121,"Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys","This subclass comprises basic and semi-finished products of gold, silver, and platinum group metals, and their alloys."
4,Detail,3261211,"Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys","Basic and semi-finished products of gold, silver, and platinum group metals, and their alloys."
